,_id,Legal_Name,Cont_status,Hire_Date,Country,Location,Division,Company,Business_Title,Curr_Level,Annual_Sal,Currency,FTE,Cluster,Concate,min,mid,max,Variation,Var_Percent,Catch_up
2721,EID-3711,Michael Tucker,Fixed,2014-05-21,Germany,Berlin,Marketing,Adams GmbH,Senior Operating Officer,L5,104100,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL5,118400,136200,154000,-14300,-0.137,14300
2722,EID-3712,Summer Patton,Fixed,2022-01-24,Germany,Berlin,Marketing,Adams GmbH,Senior IT Security Officer,L5,98800,EUR,1.0,Marketing-Tech,BerlinMarketing-TechL5,124900,143700,162400,-26100,-0.264,26100
2723,EID-3713,Anthony Holmes,Fixed,2021-07-01,Spain,Barcelona,Marketing,Adams Coy,Senior Operating Officer,L5,95800,EUR,1.0,General-Marketing,BarcelonaGeneral-MarketingL5,126800,145800,164800,-31000,-0.324,31000
2724,EID-3714,Edward Bailey PhD,Fixed,2015-04-20,Germany,Berlin,Marketing,Adams GmbH,Senior Logistics Manager,L5,92300,EUR,1.0,Logistic-Operations,BerlinLogistic-OperationsL5,113000,130000,146900,-20700,-0.224,20700
2725,EID-3715,Lisa Lee,Fixed,2020-02-21,Germany,Berlin,Marketing,Adams GmbH,Assitance  Executive Officer,L5,87800,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL5,118400,136200,154000,-30600,-0.349,30600
2726,EID-3716,Carl Sparks,Fixed,2018-03-11,Spain,Barcelona,Marketing,Adams Coy,Senior Logistics Manager,L5,94100,EUR,1.0,Logistic-Operations,BarcelonaLogistic-OperationsL5,121800,140100,158400,-27700,-0.294,27700
2727,EID-3717,Walter Thomas,Regular,2022-02-20,Germany,Berlin,Marketing,Adams GmbH,Senior Human Resources Manager,L5,87400,EUR,1.0,HR-Operations,BerlinHR-OperationsL5,126100,145000,163900,-38700,-0.443,38700
2728,EID-3718,Cynthia Ramirez DDS,Regular,2013-05-08,Poland,Warsaw,Marketing,Adams Coy,Senior Financial Officer,L5,94300,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL5,112400,129300,146200,-18100,-0.192,18100
2729,EID-3719,Heather Harper,Regular,2021-01-17,Germany,Hamburg,Marketing,Adams GmbH,Senior Customer Service Manager,L5,90900,EUR,1.0,Customer-Support,HamburgCustomer-SupportL5,126200,145200,164100,-35300,-0.388,35300
2730,EID-3720,Justin Tyler,Regular,2017-11-30,Germany,Hamburg,Marketing,Adams GmbH,Maketing Analytics Lead,L5,90500,EUR,1.0,Data-Science,HamburgData-ScienceL5,125500,144400,163200,-35000,-0.387,35000
2731,EID-3721,Jill Snyder,Regular,2022-02-01,Austria,Vienna,Marketing,Adams GmbH,Senior Operations Analyst,L5,100300,EUR,1.0,Product-Management,ViennaProduct-ManagementL5,129500,149000,168400,-29200,-0.291,29200
2732,EID-3722,Austin Gallegos,Regular,2011-06-19,Poland,Warsaw,Marketing,Adams Coy,Senior Website Designers,L5,87800,EUR,1.0,Engineering,WarsawEngineeringL5,121100,139300,157500,-33300,-0.379,33300
2733,EID-3723,Robert Holmes,Regular,2019-07-24,Germany,Hamburg,Marketing,Adams GmbH,Senior Operations Analyst,L5,95400,EUR,1.0,Product-Management,HamburgProduct-ManagementL5,126700,145800,164800,-31300,-0.328,31300
2734,EID-3724,Richard Chapman,Regular,2011-06-25,Poland,Warsaw,Marketing,Adams Coy,Senior Operations Analyst,L5,96400,EUR,1.0,Product-Management,WarsawProduct-ManagementL5,127000,146100,165100,-30600,-0.317,30600
2735,EID-3725,Robin Hopkins,Regular,2010-04-04,Germany,Hamburg,Marketing,Adams GmbH,Web SEO Operation Analyst,L5,95300,EUR,1.0,Data-Analysis,HamburgData-AnalysisL5,121500,139800,158000,-26200,-0.275,26200
2736,EID-3726,Catherine Clark,Regular,2014-02-07,Germany,Berlin,Marketing,Adams GmbH,Marketing Specialist,L5,89200,EUR,1.0,Product-Management,BerlinProduct-ManagementL5,128500,147700,167000,-39300,-0.441,39300
2737,EID-3727,Catherine White,Regular,2013-09-10,Germany,Berlin,Marketing,Adams GmbH,Senior Manager Marketing,L5,89300,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL5,118400,136200,154000,-29100,-0.326,29100
2738,EID-3728,Terry Rogers,Regular,2014-11-09,Austria,Vienna,Marketing,Adams GmbH,Senior Manager Marketing,L5,101000,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL5,116800,134300,151800,-15800,-0.156,15800
2739,EID-3729,Ashley Reyes,Regular,2016-05-05,Germany,Berlin,Marketing,Adams GmbH,Senior Human Resources Manager,L5,86900,EUR,1.0,HR-Operations,BerlinHR-OperationsL5,126100,145000,163900,-39200,-0.451,39200
2740,EID-3730,Linda Mosley,Regular,2011-11-11,Austria,Vienna,Marketing,Adams GmbH,Senior SEO Marketing Expert,L5,100600,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL5,116800,134300,151800,-16200,-0.161,16200
2741,EID-3731,Jodi Stanley,Regular,2019-02-01,Austria,Vienna,Marketing,Adams GmbH,Senior IT Security Officer,L5,99900,EUR,1.0,Marketing-Tech,ViennaMarketing-TechL5,126400,145400,164400,-26500,-0.265,26500
2742,EID-3732,Kathryn Rhodes,Regular,2020-11-20,Germany,Hamburg,Marketing,Adams GmbH,Senior Manager of Technology,L5,103100,EUR,1.0,Marketing-Tech,HamburgMarketing-TechL5,118400,136200,154000,-15300,-0.148,15300
2743,EID-3733,Donald Phillips,Regular,2018-02-27,Spain,Barcelona,Marketing,Adams Coy,Senior Operating Officer,L5,88300,EUR,1.0,General-Marketing,BarcelonaGeneral-MarketingL5,126800,145800,164800,-38500,-0.436,38500
2744,EID-3734,Lisa Mitchell,Regular,2020-09-06,Poland,Warsaw,Marketing,Adams Coy,Senior IT Security Officer,L5,91800,EUR,1.0,Marketing-Tech,WarsawMarketing-TechL5,121000,139200,157300,-29200,-0.318,29200
2745,EID-3735,Mrs. Stephanie Good DVM,Regular,2021-01-05,Germany,Hamburg,Marketing,Adams GmbH,Senior Operating Officer,L5,90800,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL5,113900,131000,148100,-23100,-0.254,23100
2746,EID-3736,Alice Patterson,Regular,2019-06-16,Spain,Barcelona,Marketing,Adams Coy,Senior Logistics Manager,L5,91800,EUR,1.0,Logistic-Operations,BarcelonaLogistic-OperationsL5,121800,140100,158400,-30000,-0.327,30000
2747,EID-3737,Mary Jackson,Regular,2014-03-30,Austria,Vienna,Marketing,Adams GmbH,Assitance  Executive Officer,L5,103500,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL5,116800,134300,151800,-13300,-0.129,13300
2748,EID-3738,Steven Webb,Regular,2022-01-18,Austria,Vienna,Marketing,Adams GmbH,Senior Logistics Manager,L5,87900,EUR,1.0,Logistic-Operations,ViennaLogistic-OperationsL5,128900,148300,167600,-41000,-0.466,41000
2749,EID-3739,Kevin Rasmussen,Regular,2018-08-30,Germany,Berlin,Marketing,Adams GmbH,Senior Human Resources Manager,L5,97000,EUR,1.0,HR-Operations,BerlinHR-OperationsL5,126100,145000,163900,-29100,-0.3,29100
2750,EID-3398,Brett Vasquez,Regular,2017-01-20,Poland,Warsaw,Operations,Adams Coy,Senior Technical Lead,L4,77000,EUR,1.0,Tech-Operations,WarsawTech-OperationsL4,87100,100200,113200,-10100,-0.131,10100
2751,EID-3399,Mr. Steven Black,Regular,2020-12-19,Austria,Vienna,Operations,Adams GmbH,Manager of Operations,L4,81200,EUR,1.0,Operation-Management,ViennaOperation-ManagementL4,82000,94300,106600,-800,-0.01,800
2752,EID-3400,Christopher Anderson,Regular,2010-06-17,Spain,Barcelona,Operations,Adams Coy,Marketing Manager,L4,82700,EUR,1.0,General-Marketing,BarcelonaGeneral-MarketingL4,89500,102900,116400,-6800,-0.082,6800
2753,EID-3401,Jessica Russell,Regular,2020-05-19,Austria,Vienna,Operations,Adams GmbH,Customer Service Manager,L4,71500,EUR,1.0,Customer-Support,ViennaCustomer-SupportL4,83900,96500,109000,-12400,-0.173,12400
2754,EID-3402,Tracy Baker,Regular,2017-03-01,Poland,Warsaw,Operations,Adams Coy,Asistance Manager  of Marketing,L4,79900,EUR,1.0,Sales-Operations,WarsawSales-OperationsL4,82900,95300,107800,-3000,-0.038,3000
2755,EID-3403,Donna Mcbride,Regular,2012-01-07,Germany,Hamburg,Operations,Adams GmbH,IT Support Manager,L4,75700,EUR,1.0,Tech-Operations,HamburgTech-OperationsL4,82200,94600,106900,-6500,-0.086,6500
2756,EID-3404,Anna Phillips,Regular,2010-06-07,Spain,Barcelona,Operations,Adams Coy,Sales Manager,L4,76300,EUR,1.0,Sales-Operations,BarcelonaSales-OperationsL4,85500,98300,111100,-9200,-0.121,9200
2757,EID-3405,Steven Rowe,Regular,2020-08-19,Austria,Vienna,Operations,Adams GmbH,Manager of Marketing,L4,72900,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL4,83000,95400,107900,-10100,-0.139,10100
2758,EID-3406,Jordan Weber,Regular,2012-11-23,Germany,Hamburg,Operations,Adams GmbH,Financial Manager,L4,81300,EUR,1.0,Financial-Service,HamburgFinancial-ServiceL4,84300,96900,109600,-3000,-0.037,3000
2759,EID-3407,Brian Hawkins,Regular,2013-10-31,Germany,Hamburg,Operations,Adams GmbH,Customer Service Manager,L4,69500,EUR,1.0,Customer-Support,HamburgCustomer-SupportL4,86000,98900,111800,-16500,-0.237,16500
2760,EID-3408,Teresa Ballard,Regular,2015-11-07,Poland,Warsaw,Operations,Adams Coy,Production Manager,L4,84100,EUR,1.0,Product-Management,WarsawProduct-ManagementL4,88300,101600,114800,-4200,-0.05,4200
2761,EID-3409,Kimberly Vance,Regular,2011-07-24,Germany,Berlin,Operations,Adams GmbH,Manager of Technology,L4,80000,EUR,1.0,Tech-Operations,BerlinTech-OperationsL4,82600,95000,107400,-2600,-0.032,2600
2762,EID-3740,Shannon Campos,Fixed,2017-01-21,Poland,Warsaw,Operations,Adams Coy,Senior Technical Lead,L5,89400,EUR,1.0,Tech-Operations,WarsawTech-OperationsL5,116700,134200,151700,-27300,-0.305,27300
2763,EID-3741,Jennifer Grimes,Fixed,2012-08-08,Germany,Berlin,Operations,Adams GmbH,Marketing Team Lead,L5,102400,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL5,118400,136200,154000,-16000,-0.156,16000
2764,EID-3742,Ryan Adams,Fixed,2017-03-29,Spain,Barcelona,Operations,Adams Coy,Human Resources Expert,L5,95100,EUR,1.0,HR-Operations,BarcelonaHR-OperationsL5,120800,138900,157000,-25700,-0.27,25700
2765,EID-3743,Melissa Davila,Fixed,2020-12-02,Spain,Barcelona,Operations,Adams Coy,SEO Marketing Expert,L5,103300,EUR,1.0,General-Marketing,BarcelonaGeneral-MarketingL5,126800,145800,164800,-23500,-0.227,23500
2766,EID-3744,Kathy Tanner,Fixed,2013-11-17,Austria,Vienna,Operations,Adams GmbH,Senior Operating Officer,L5,86500,EUR,1.0,Operation-Management,ViennaOperation-ManagementL5,115600,133000,150300,-29100,-0.336,29100
2767,EID-3745,Thomas Chase,Fixed,2017-06-29,Spain,Barcelona,Operations,Adams Coy,Business Operations Expert,L5,96100,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL5,123400,141900,160400,-27300,-0.284,27300
2768,EID-3746,Eric Williams,Fixed,2019-08-20,Austria,Vienna,Operations,Adams GmbH,Operations Team Lead,L5,96300,EUR,1.0,Operation-Management,ViennaOperation-ManagementL5,115600,133000,150300,-19300,-0.2,19300
2769,EID-3747,Katherine Lee,Fixed,2020-06-19,Austria,Vienna,Operations,Adams GmbH,Accounting Manager,L5,103900,EUR,1.0,Financial-Service,ViennaFinancial-ServiceL5,124800,143500,162300,-20900,-0.201,20900
2770,EID-3748,Anthony Houston,Fixed,2018-08-13,Poland,Warsaw,Operations,Adams Coy,Business Operations Expert,L5,101000,EUR,1.0,Operation-Management,WarsawOperation-ManagementL5,118200,135900,153700,-17200,-0.17,17200
2771,EID-3749,Erik Anderson,Fixed,2014-07-05,Germany,Hamburg,Operations,Adams GmbH,Senior Technical Lead,L5,98500,EUR,1.0,Tech-Operations,HamburgTech-OperationsL5,123400,141900,160400,-24900,-0.253,24900
2772,EID-3750,Jessica Burns,Fixed,2017-01-16,Austria,Vienna,Operations,Adams GmbH,Senior Technical Lead,L5,96000,EUR,1.0,Tech-Operations,ViennaTech-OperationsL5,122200,140500,158900,-26200,-0.273,26200
2773,EID-3751,Jason Mckinney,Fixed,2020-06-24,Germany,Berlin,Operations,Adams GmbH,Senior Technical Lead,L5,93600,EUR,1.0,Tech-Operations,BerlinTech-OperationsL5,129000,148300,167700,-35400,-0.378,35400
2774,EID-3752,Jacqueline Reyes,Fixed,2022-01-09,Austria,Vienna,Operations,Adams GmbH,Manager of Operations,L5,96900,EUR,1.0,Operation-Management,ViennaOperation-ManagementL5,115600,133000,150300,-18700,-0.193,18700
2775,EID-3753,Jennifer Gibbs,Fixed,2021-03-22,Germany,Hamburg,Operations,Adams GmbH,Marketing Manager,L5,96200,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL5,113900,131000,148100,-17700,-0.184,17700
2776,EID-3754,James Fisher,Fixed,2018-07-23,Poland,Warsaw,Operations,Adams Coy,Customer Service Manager,L5,88500,EUR,1.0,Customer-Support,WarsawCustomer-SupportL5,126700,145700,164700,-38200,-0.432,38200
2777,EID-3755,Richard Carl,Fixed,2015-09-15,Germany,Hamburg,Operations,Adams GmbH,Asistance Manager  of Marketing,L5,97900,EUR,1.0,Sales-Operations,HamburgSales-OperationsL5,123900,142400,161000,-26000,-0.266,26000
2778,EID-3756,Juan West,Fixed,2022-01-21,Austria,Vienna,Operations,Adams GmbH,IT Support Manager,L5,90400,EUR,1.0,Tech-Operations,ViennaTech-OperationsL5,122200,140500,158900,-31800,-0.352,31800
2779,EID-3757,Robert Guzman,Fixed,2015-03-01,Poland,Warsaw,Operations,Adams Coy,Sales Manager,L5,92400,EUR,1.0,Sales-Operations,WarsawSales-OperationsL5,119700,137700,155700,-27300,-0.295,27300
2780,EID-3758,Edward Carpenter,Fixed,2018-09-05,Poland,Warsaw,Operations,Adams Coy,Manager of Marketing,L5,86800,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL5,112400,129300,146200,-25600,-0.295,25600
2781,EID-3759,Kathleen Arroyo,Fixed,2012-12-19,Austria,Vienna,Operations,Adams GmbH,Financial Manager,L5,102600,EUR,1.0,Financial-Service,ViennaFinancial-ServiceL5,124800,143500,162300,-22200,-0.216,22200
2782,EID-3760,Christopher Sahin,Fixed,2020-07-11,Spain,Barcelona,Operations,Adams Coy,Customer Service Manager,L5,90500,EUR,1.0,Customer-Support,BarcelonaCustomer-SupportL5,117800,135500,153100,-27300,-0.302,27300
2783,EID-3761,Mary Walker,Fixed,2019-07-28,Austria,Vienna,Operations,Adams GmbH,Production Manager,L5,85800,EUR,1.0,Product-Management,ViennaProduct-ManagementL5,129500,149000,168400,-43700,-0.509,43700
2784,EID-3762,Anna Walker,Fixed,2019-12-26,Spain,Barcelona,Operations,Adams Coy,Manager of Technology,L5,97200,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL5,129800,149300,168800,-32600,-0.335,32600
2785,EID-3763,Meagan Hinton,Fixed,2021-08-07,Germany,Berlin,Operations,Adams GmbH,IT Support Manager,L5,85800,EUR,1.0,Tech-Operations,BerlinTech-OperationsL5,129000,148300,167700,-43200,-0.503,43200
2786,EID-3764,Darius Baker,Fixed,2015-10-08,Germany,Hamburg,Operations,Adams GmbH,Executive Office Manager,L5,103100,EUR,1.0,Management,HamburgManagementL5,113700,130700,147800,-10600,-0.103,10600
2787,EID-3765,Laura Osborne,Fixed,2011-11-26,Spain,Barcelona,Operations,Adams Coy,IT Support Manager,L5,85200,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL5,129800,149300,168800,-44600,-0.523,44600
2788,EID-3766,Andrea Montgomery,Fixed,2017-03-07,Poland,Warsaw,Operations,Adams Coy,Senior Technical Lead,L5,90400,EUR,1.0,Tech-Operations,WarsawTech-OperationsL5,116700,134200,151700,-26300,-0.291,26300
2789,EID-3767,Mary Hamilton,Fixed,2011-11-14,Germany,Hamburg,Operations,Adams GmbH,Marketing Team Lead,L5,103300,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL5,113900,131000,148100,-10600,-0.103,10600
2790,EID-3768,Alexander Kennedy,Fixed,2015-05-13,Germany,Berlin,Operations,Adams GmbH,Human Resources Expert,L5,97500,EUR,1.0,HR-Operations,BerlinHR-OperationsL5,126100,145000,163900,-28600,-0.293,28600
2791,EID-3769,Susan Garcia,Regular,2017-05-10,Germany,Berlin,Operations,Adams GmbH,SEO Marketing Expert,L5,101600,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL5,118400,136200,154000,-16800,-0.165,16800
2792,EID-3770,Lisa Olsen,Regular,2021-04-28,Austria,Vienna,Operations,Adams GmbH,Senior Operating Officer,L5,102200,EUR,1.0,Operation-Management,ViennaOperation-ManagementL5,115600,133000,150300,-13400,-0.131,13400
2793,EID-3771,Margaret Page,Regular,2019-12-11,Austria,Vienna,Operations,Adams GmbH,Business Operations Expert,L5,89000,EUR,1.0,Operation-Management,ViennaOperation-ManagementL5,115600,133000,150300,-26600,-0.299,26600
2794,EID-3772,Melissa Gonzalez,Regular,2016-04-02,Austria,Vienna,Operations,Adams GmbH,Operations Team Lead,L5,100300,EUR,1.0,Operation-Management,ViennaOperation-ManagementL5,115600,133000,150300,-15300,-0.153,15300
2795,EID-3773,Tara Mitchell,Regular,2018-03-26,Austria,Vienna,Operations,Adams GmbH,Accounting Manager,L5,95200,EUR,1.0,Financial-Service,ViennaFinancial-ServiceL5,124800,143500,162300,-29600,-0.311,29600
2796,EID-3774,Caleb Perkins,Regular,2010-08-07,Germany,Berlin,Operations,Adams GmbH,Business Operations Expert,L5,96100,EUR,1.0,Operation-Management,BerlinOperation-ManagementL5,117400,135100,152700,-21300,-0.222,21300
2797,EID-3775,Julie Smith,Regular,2019-06-14,Austria,Vienna,Operations,Adams GmbH,Senior Technical Lead,L5,100900,EUR,1.0,Tech-Operations,ViennaTech-OperationsL5,122200,140500,158900,-21300,-0.211,21300
2798,EID-3776,Jack Blair,Regular,2016-07-12,Spain,Barcelona,Operations,Adams Coy,Senior Technical Lead,L5,97500,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL5,129800,149300,168800,-32300,-0.331,32300
2799,EID-3777,Stacey Ortega MD,Regular,2015-03-31,Spain,Barcelona,Operations,Adams Coy,Senior Technical Lead,L5,103800,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL5,129800,149300,168800,-26000,-0.25,26000
2800,EID-3778,Luis Terrell,Regular,2021-01-16,Spain,Barcelona,Operations,Adams Coy,Manager of Operations,L5,90200,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL5,123400,141900,160400,-33200,-0.368,33200
2801,EID-3848,Peter Wilson,Regular,2018-05-07,Poland,Warsaw,People,Adams Coy,Senior  Marketing Officer,L5,94600,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL5,112400,129300,146200,-17800,-0.188,17800
2802,EID-3849,Ashley Hancock,Regular,2015-12-18,Germany,Berlin,People,Adams GmbH,Senior  Marketing Officer,L5,86900,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL5,118400,136200,154000,-31500,-0.362,31500
2803,EID-1019,Boris Brown,Regular,12/04/2021,Austria,Vienna,People,Adams GmbH,Operations Assistance,L6,120800,EUR,1.0,Operation-Management,ViennaOperation-ManagementL6,151100,173700,196400,-30300,-0.251,30300
2804,EID-1161,Munif Ganiy,Regular,1/3/2018,Spain,Barcelona,People,Adams Coy,Operations Manager,L6,125600,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL6,159300,183200,207100,-33700,-0.268,33700
2805,EID-1344,Monica Gomez,Regular,2010-08-24,Poland,Warsaw,People,Adams GmbH,Manager of Marketing,L6,105300,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL6,167100,192200,217200,-61800,-0.587,61800
2806,EID-1348,Dennis Peterson,Fixed,2008-08-23,Germany,Hamburg,People,Adams GmbH,Chief Operating Officer,L6,118600,EUR,1.0,Management,HamburgManagementL6,144900,166600,188300,-26300,-0.222,26300
2807,EID-1358,Kathryn Harris,Fixed,2009-05-23,Germany,Berlin,People,Adams GmbH,Customer Service Manager,L6,121100,EUR,1.0,Customer-Support,BerlinCustomer-SupportL6,148200,170400,192700,-27100,-0.224,27100
2808,EID-1381,Lucas Anderson,Fixed,2004-12-13,Germany,Berlin,People,Adams GmbH,Chief Executive Officer,L6,104600,EUR,1.0,Management,BerlinManagementL6,149100,171500,193800,-44500,-0.425,44500
2809,EID-1390,Jeffery Oconnor,Fixed,2014-09-28,Spain,Barcelona,People,Adams Coy,Manager of Technology,L6,100900,EUR,1.0,People-Tech,BarcelonaPeople-TechL6,145800,167600,189500,-44900,-0.445,44900
2810,EID-1481,Kimberly Johnson,Regular,2020-12-31,Germany,Hamburg,People,Adams GmbH,Chief Technology Officer,L6,90000,EUR,1.0,People-Tech,HamburgPeople-TechL6,146500,168500,190400,-56500,-0.628,56500
2811,EID-1482,Nancy Wagner,Regular,2009-07-17,Austria,Vienna,People,Adams GmbH,Human Resources Manager,L6,131100,EUR,1.0,HR-Operations,ViennaHR-OperationsL6,159800,183700,207700,-28700,-0.219,28700
2812,EID-1484,Victoria Waters,Fixed,2007-11-09,Poland,Warsaw,People,Adams GmbH,Sales Manager,L6,132100,EUR,1.0,Sales-Operations,WarsawSales-OperationsL6,149500,171900,194300,-17400,-0.132,17400
2813,EID-1506,Mary Gonzalez,Regular,2019-10-26,Germany,Berlin,People,Adams GmbH,Director of People Technology,L6,107400,EUR,1.0,People-Tech,BerlinPeople-TechL6,145300,167100,189000,-37900,-0.353,37900
2814,EID-1519,Lisa Fisher,Regular,2009-10-26,Germany,Hamburg,People,Adams GmbH,Human Resources Manager,L6,145600,EUR,1.0,HR-Operations,HamburgHR-OperationsL6,163000,187400,211900,-17400,-0.12,17400
2815,EID-1557,Dana Ward,Fixed,2010-01-11,Poland,Warsaw,People,Adams GmbH,Director of Technology,L6,110000,EUR,1.0,People-Tech,WarsawPeople-TechL6,167900,193100,218200,-57900,-0.526,57900
2816,EID-1656,Angela Walton,Regular,2005-01-10,Spain,Barcelona,People,Adams Coy,Human Resources Manager,L6,149600,EUR,1.0,HR-Operations,BarcelonaHR-OperationsL6,163000,187400,211900,-13400,-0.09,13400
2817,EID-1762,Christopher Reed,Fixed,2007-02-21,Spain,Barcelona,People,Adams Coy,Chief Operating Officer,L6,143900,EUR,1.0,Management,BarcelonaManagementL6,149100,171500,193800,-5200,-0.036,5200
2818,EID-1800,Melissa Nelson,Regular,2015-06-19,Germany,Berlin,People,Adams GmbH,Chief Operating Officer,L6,108500,EUR,1.0,Management,BerlinManagementL6,149100,171500,193800,-40600,-0.374,40600
2819,EID-1840,Tammie Thomas MD,Regular,2003-04-01,Poland,Warsaw,People,Adams GmbH,Director of Technology,L6,114700,EUR,1.0,People-Tech,WarsawPeople-TechL6,167900,193100,218200,-53200,-0.464,53200
2820,EID-1874,April Johnson,Regular,2013-12-26,Spain,Barcelona,People,Adams Coy,Customer Service Manager,L6,114100,EUR,1.0,Customer-Support,BarcelonaCustomer-SupportL6,158200,181900,205700,-44100,-0.387,44100
2821,EID-1882,Heather Smith,Regular,2007-12-27,Poland,Warsaw,People,Adams GmbH,Customer Service Manager,L6,108700,EUR,1.0,Customer-Support,WarsawCustomer-SupportL6,167700,192800,218000,-59000,-0.543,59000
2822,EID-1910,Robert Smith,Fixed,2012-11-07,Germany,Hamburg,People,Adams GmbH,Chief Technology Officer,L6,111200,EUR,1.0,People-Tech,HamburgPeople-TechL6,146500,168500,190400,-35300,-0.317,35300
2823,EID-1954,Kenneth Anderson,Regular,2004-03-19,Austria,Vienna,People,Adams GmbH,Chief Operating Officer,L6,144700,EUR,1.0,Management,ViennaManagementL6,148700,171000,193300,-4000,-0.028,4000
2824,EID-1992,Mrs. Carolyn Jenkins,Regular,2006-11-01,Poland,Warsaw,People,Adams GmbH,Technical Tools Manager,L6,110200,EUR,1.0,People-Tech,WarsawPeople-TechL6,167900,193100,218200,-57700,-0.524,57700
2825,EID-2061,Craig Watkins,Fixed,2021-03-17,Germany,Berlin,People,Adams GmbH,Chief Technology Officer,L6,118700,EUR,1.0,People-Tech,BerlinPeople-TechL6,145300,167100,189000,-26600,-0.224,26600
2826,EID-2083,Ronald Powell,Regular,2001-01-25,Poland,Warsaw,People,Adams GmbH,Chief Financial Officer,L6,115400,EUR,1.0,Management,WarsawManagementL6,140900,162100,183200,-25500,-0.221,25500
2827,EID-2091,Marcus Barnes,Regular,2000-11-05,Germany,Hamburg,People,Adams GmbH,Director of Technology,L6,99100,EUR,1.0,People-Tech,HamburgPeople-TechL6,146500,168500,190400,-47400,-0.478,47400
2828,EID-2113,Jessica Schneider,Fixed,2010-09-18,Germany,Hamburg,People,Adams GmbH,Manager of Marketing,L6,106200,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL6,162300,186600,211000,-56100,-0.528,56100
2829,EID-2119,Angela Green,Regular,2000-08-19,Poland,Warsaw,People,Adams GmbH,Chief Financial Officer,L6,94000,EUR,1.0,Management,WarsawManagementL6,140900,162100,183200,-46900,-0.499,46900
2830,EID-2155,Tiffany Erickson,Fixed,2013-07-10,Austria,Vienna,People,Adams GmbH,Manager of Marketing,L6,124000,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL6,162400,186800,211100,-38400,-0.31,38400
2831,EID-2199,Christine Guerra,Regular,2000-11-06,Germany,Hamburg,People,Adams GmbH,Sales Manager,L6,117200,EUR,1.0,Sales-Operations,HamburgSales-OperationsL6,153700,176700,199800,-36500,-0.311,36500
2832,EID-2246,Dale Mendoza,Regular,2011-04-12,Poland,Warsaw,People,Adams GmbH,Chief Technology Officer,L6,97900,EUR,1.0,People-Tech,WarsawPeople-TechL6,167900,193100,218200,-70000,-0.715,70000
2833,EID-2263,Courtney Snyder,Regular,2020-04-02,Germany,Berlin,People,Adams GmbH,Director of People Technology,L6,147100,EUR,1.0,People-Tech,BerlinPeople-TechL6,145300,167100,189000,1800,0.012,0
2834,EID-2263,Courtney Snyder,Regular,2020-04-02,Germany,Berlin,People,Adams GmbH,Director of People Technology,L6,147100,EUR,1.0,Packaging,BerlinPackagingL6,146200,168100,190000,900,0.006,0
2835,EID-4051,Sarah Simon,Fixed,2016-01-04,Germany,Berlin,People,Adams GmbH,Manager of Marketing,L6,109600,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL6,165500,190400,215200,-55900,-0.51,55900
2836,EID-4052,Patrick Strong,Fixed,2016-08-17,Germany,Hamburg,People,Adams GmbH,Chief Operating Officer,L6,120500,EUR,1.0,Management,HamburgManagementL6,144900,166600,188300,-24400,-0.202,24400
2837,EID-4053,James West,Fixed,2021-07-17,Spain,Barcelona,People,Adams Coy,Customer Service Manager,L6,112000,EUR,1.0,Customer-Support,BarcelonaCustomer-SupportL6,158200,181900,205700,-46200,-0.412,46200
2838,EID-4054,Michael Marshall,Fixed,2016-07-18,Austria,Vienna,People,Adams GmbH,Chief Executive Officer,L6,110400,EUR,1.0,Management,ViennaManagementL6,148700,171000,193300,-38300,-0.347,38300
2839,EID-4055,Angela Schwartz,Fixed,2013-08-25,Austria,Vienna,People,Adams GmbH,Manager of Technology,L6,106600,EUR,1.0,People-Tech,ViennaPeople-TechL6,146200,168100,190100,-39600,-0.371,39600
2840,EID-4056,Bobby Williams,Fixed,2013-06-26,Spain,Barcelona,People,Adams Coy,Chief Technology Officer,L6,141900,EUR,1.0,People-Tech,BarcelonaPeople-TechL6,145800,167600,189500,-3900,-0.027,3900
