_id,Emp_ID,Legal_Name,Manager_name,Cont_status,Hire_Date,Gender,Country,Location,Company,Division,Business_Title,ELT,PBP,Curr_Level,Cluster,Annual_Sal,Currency,FTE,RoleID,email,Role,Nationality
EID-3708,LL-3708,Sara Collins,Douglas Jones,Fixed,2011-10-26,Male,Germany,Berlin,Adams GmbH,Marketing,Marketing Specialist,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,96000,EUR,1,311MK,Sara.Collins@s22.com,User,Asia
EID-3709,LL-3709,Katherine Jones,Salamat Jude,Fixed,2021-02-22,Female,Austria,Vienna,Adams GmbH,Marketing,Senior Manager Marketing,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,98300,EUR,1,311MK,Katherine.Jones@s22.com,User,South America
EID-3710,LL-3710,Krystal West,Salamat Jude,Fixed,2022-01-11,Male,Austria,Vienna,Adams GmbH,Marketing,Senior Manager Marketing,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,85500,EUR,1,311MK,Krystal.West@s22.com,User,South America
EID-3711,LL-3711,Alyssa Wright,Salamat Jude,Fixed,2020-06-29,Male,Poland,Warsaw,Adams Coy,Marketing,Senior Human Resources Manager,Salamat Jude,Barry Bauer,L5,Warsaw311MKL5,88400,EUR,1,311MK,Alyssa.Wright@s22.com,User,Asia
EID-3712,LL-3712,Kyle Lang,Salamat Jude,Fixed,2013-11-15,Female,Germany,Hamburg,Adams GmbH,Marketing,Senior SEO Marketing Expert,Salamat Jude,Barry Bauer,L5,Hamburg311MKL5,86000,EUR,1,311MK,Kyle.Lang@s22.com,User,North America
EID-3713,LL-3713,Joseph Welch,Douglas Jones,Fixed,2021-03-25,Male,Poland,Warsaw,Adams Coy,Marketing,Senior IT Security Officer,Salamat Jude,Barry Bauer,L5,Warsaw311MKL5,98600,EUR,1,311MK,Joseph.Welch@s22.com,User,Europe
EID-3714,LL-3714,Amanda Thompson,Alexander Church,Fixed,2015-08-28,Male,Spain,Barcelona,Adams Coy,Marketing,Senior Manager of Technology,Salamat Jude,Barry Bauer,L5,Barcelona311MKL5,93900,EUR,1,311MK,Amanda.Thompson@s22.com,User,South America
EID-3715,LL-3715,Michael Tucker,Douglas Jones,Fixed,2014-05-21,Female,Germany,Berlin,Adams GmbH,Marketing,Senior Operating Officer,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,104100,EUR,1,311MK,Michael.Tucker@s22.com,User,Oceania
EID-3716,LL-3716,Summer Patton,Alexander Church,Fixed,2022-01-24,Female,Germany,Berlin,Adams GmbH,Marketing,Senior IT Security Officer,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,98800,EUR,1,311MK,Summer.Patton@s22.com,User,Europe
EID-3717,LL-3717,Anthony Holmes,John Cobb,Fixed,2021-07-01,Female,Spain,Barcelona,Adams Coy,Marketing,Senior Operating Officer,Salamat Jude,Barry Bauer,L5,Barcelona311MKL5,95800,EUR,1,311MK,Anthony.Holmes@s22.com,User,Europe
EID-3718,LL-3718,Edward Bailey PhD,Alexander Church,Fixed,2015-04-20,Female,Germany,Berlin,Adams GmbH,Marketing,Senior Logistics Manager,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,92300,EUR,1,311MK,Edward.Bailey.PhD@s22.com,User,Europe
EID-3719,LL-3719,Lisa Lee,John Cobb,Fixed,2020-02-21,Female,Germany,Berlin,Adams GmbH,Marketing,Assitance  Executive Officer,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,87800,EUR,1,311MK,Lisa.Lee@s22.com,User,Africa
EID-3720,LL-3720,Carl Sparks,John Cobb,Fixed,2018-03-11,Female,Spain,Barcelona,Adams Coy,Marketing,Senior Logistics Manager,Salamat Jude,Barry Bauer,L5,Barcelona311MKL5,94100,EUR,1,311MK,Carl.Sparks@s22.com,User,Oceania
EID-3721,LL-3721,Walter Thomas,John Cobb,Regular,2022-02-20,Male,Germany,Berlin,Adams GmbH,Marketing,Senior Human Resources Manager,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,87400,EUR,1,311MK,Walter.Thomas@s22.com,User,Asia
EID-3722,LL-3722,Cynthia Ramirez DDS,Douglas Jones,Regular,2013-05-08,Female,Poland,Warsaw,Adams Coy,Marketing,Senior Financial Officer,Salamat Jude,Barry Bauer,L5,Warsaw311MKL5,94300,EUR,1,311MK,Cynthia.Ramirez.DDS@s22.com,User,Africa
EID-3723,LL-3723,Heather Harper,Mrs. Jennifer Stephens,Regular,2021-01-17,Male,Germany,Hamburg,Adams GmbH,Marketing,Senior Customer Service Manager,Salamat Jude,Barry Bauer,L5,Hamburg311MKL5,90900,EUR,1,311MK,Heather.Harper@s22.com,User,Europe
EID-3724,LL-3724,Justin Tyler,Mrs. Jennifer Stephens,Regular,2017-11-30,Male,Germany,Hamburg,Adams GmbH,Marketing,Maketing Analytics Lead,Salamat Jude,Barry Bauer,L5,Hamburg311MKL5,90500,EUR,1,311MK,Justin.Tyler@s22.com,User,North America
EID-3725,LL-3725,Jill Snyder,Alexander Church,Regular,2022-02-01,Female,Austria,Vienna,Adams GmbH,Marketing,Senior Operations Analyst,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,100300,EUR,1,311MK,Jill.Snyder@s22.com,User,Europe
EID-3726,LL-3726,Austin Gallegos,John Cobb,Regular,2011-06-19,Male,Poland,Warsaw,Adams Coy,Marketing,Senior Website Designers,Salamat Jude,Barry Bauer,L5,Warsaw311MKL5,87800,EUR,1,311MK,Austin.Gallegos@s22.com,User,Asia
EID-3727,LL-3727,Robert Holmes,Mrs. Jennifer Stephens,Regular,2019-07-24,Female,Germany,Hamburg,Adams GmbH,Marketing,Senior Operations Analyst,Salamat Jude,Barry Bauer,L5,Hamburg311MKL5,95400,EUR,1,311MK,Robert.Holmes@s22.com,User,Asia
EID-3728,LL-3728,Richard Chapman,Douglas Jones,Regular,2011-06-25,Female,Poland,Warsaw,Adams Coy,Marketing,Senior Operations Analyst,Salamat Jude,Barry Bauer,L5,Warsaw311MKL5,96400,EUR,1,311MK,Richard.Chapman@s22.com,User,Asia
EID-3729,LL-3729,Robin Hopkins,John Cobb,Regular,2010-04-04,Female,Germany,Hamburg,Adams GmbH,Marketing,Web SEO Operation Analyst,Salamat Jude,Barry Bauer,L5,Hamburg311MKL5,95300,EUR,1,311MK,Robin.Hopkins@s22.com,User,Europe
EID-3730,LL-3730,Catherine Clark,Mrs. Jennifer Stephens,Regular,2014-02-07,Male,Germany,Berlin,Adams GmbH,Marketing,Marketing Specialist,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,89200,EUR,1,311MK,Catherine.Clark@s22.com,User,North America
EID-3731,LL-3731,Catherine White,Douglas Jones,Regular,2013-09-10,Male,Germany,Berlin,Adams GmbH,Marketing,Senior Manager Marketing,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,89300,EUR,1,311MK,Catherine.White@s22.com,User,Asia
EID-3732,LL-3732,Terry Rogers,Douglas Jones,Regular,2014-11-09,Male,Austria,Vienna,Adams GmbH,Marketing,Senior Manager Marketing,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,101000,EUR,1,311MK,Terry.Rogers@s22.com,User,Europe
EID-3733,LL-3733,Ashley Reyes,Mrs. Jennifer Stephens,Regular,2016-05-05,Female,Germany,Berlin,Adams GmbH,Marketing,Senior Human Resources Manager,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,86900,EUR,1,311MK,Ashley.Reyes@s22.com,User,Africa
EID-3734,LL-3734,Linda Mosley,John Cobb,Regular,2011-11-11,Female,Austria,Vienna,Adams GmbH,Marketing,Senior SEO Marketing Expert,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,100600,EUR,1,311MK,Linda.Mosley@s22.com,User,Africa
EID-3735,LL-3735,Jodi Stanley,Douglas Jones,Regular,2019-02-01,Female,Austria,Vienna,Adams GmbH,Marketing,Senior IT Security Officer,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,99900,EUR,1,311MK,Jodi.Stanley@s22.com,User,Europe
EID-3736,LL-3736,Kathryn Rhodes,Douglas Jones,Regular,2020-11-20,Female,Germany,Hamburg,Adams GmbH,Marketing,Senior Manager of Technology,Salamat Jude,Barry Bauer,L5,Hamburg311MKL5,103100,EUR,1,311MK,Kathryn.Rhodes@s22.com,User,North America
EID-3737,LL-3737,Donald Phillips,Douglas Jones,Regular,2018-02-27,Male,Spain,Barcelona,Adams Coy,Marketing,Senior Operating Officer,Salamat Jude,Barry Bauer,L5,Barcelona311MKL5,88300,EUR,1,311MK,Donald.Phillips@s22.com,User,Europe
EID-3738,LL-3738,Lisa Mitchell,Salamat Jude,Regular,2020-09-06,Female,Poland,Warsaw,Adams Coy,Marketing,Senior IT Security Officer,Salamat Jude,Barry Bauer,L5,Warsaw311MKL5,91800,EUR,1,311MK,Lisa.Mitchell@s22.com,User,Asia
EID-3739,LL-3739,Mrs. Stephanie Good DVM,Salamat Jude,Regular,2021-01-05,Female,Germany,Hamburg,Adams GmbH,Marketing,Senior Operating Officer,Salamat Jude,Barry Bauer,L5,Hamburg311MKL5,90800,EUR,1,311MK,Mrs..Stephanie.Good.DVM@s22.com,User,Asia
EID-3740,LL-3740,Alice Patterson,Salamat Jude,Regular,2019-06-16,Male,Spain,Barcelona,Adams Coy,Marketing,Senior Logistics Manager,Salamat Jude,Barry Bauer,L5,Barcelona311MKL5,91800,EUR,1,311MK,Alice.Patterson@s22.com,User,Asia
EID-3741,LL-3741,Mary Jackson,Salamat Jude,Regular,2014-03-30,Female,Austria,Vienna,Adams GmbH,Marketing,Assitance  Executive Officer,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,103500,EUR,1,311MK,Mary.Jackson@s22.com,User,North America
EID-3742,LL-3742,Steven Webb,Douglas Jones,Regular,2022-01-18,Male,Austria,Vienna,Adams GmbH,Marketing,Senior Logistics Manager,Salamat Jude,Barry Bauer,L5,Vienna311MKL5,87900,EUR,1,311MK,Steven.Webb@s22.com,User,South America
EID-3743,LL-3743,Kevin Rasmussen,Alexander Church,Regular,2018-08-30,Female,Germany,Berlin,Adams GmbH,Marketing,Senior Human Resources Manager,Salamat Jude,Barry Bauer,L5,Berlin311MKL5,97000,EUR,1,311MK,Kevin.Rasmussen@s22.com,User,Asia
EID-3744,LL-3744,Shannon Campos,Alexander Church,Fixed,2017-01-21,Female,Poland,Warsaw,Adams Coy,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,89400,EUR,1,175OP,Shannon.Campos@s22.com,User,Asia
EID-3745,LL-3745,Jennifer Grimes,Douglas Jones,Fixed,2012-08-08,Female,Germany,Berlin,Adams GmbH,Operations,Marketing Team Lead,Bauer Saunderland,Shay Wood,L5,Berlin133LGL5,102400,EUR,1,175OP,Jennifer.Grimes@s22.com,User,North America
EID-3746,LL-3746,Ryan Adams,Douglas Jones,Fixed,2017-03-29,Female,Spain,Barcelona,Adams Coy,Operations,Human Resources Expert,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,95100,EUR,1,175OP,Ryan.Adams@s22.com,User,Africa
EID-3747,LL-3747,Melissa Davila,Douglas Jones,Fixed,2020-12-02,Male,Spain,Barcelona,Adams Coy,Operations,SEO Marketing Expert,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,103300,EUR,1,175OP,Melissa.Davila@s22.com,User,Europe
EID-3748,LL-3748,Kathy Tanner,Mrs. Jennifer Stephens,Fixed,2013-11-17,Male,Austria,Vienna,Adams GmbH,Operations,Senior Operating Officer,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,86500,EUR,1,175OP,Kathy.Tanner@s22.com,User,Asia
EID-3749,LL-3749,Thomas Chase,John Cobb,Fixed,2017-06-29,Male,Spain,Barcelona,Adams Coy,Operations,Business Operations Expert,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,96100,EUR,1,175OP,Thomas.Chase@s22.com,User,Africa
EID-3750,LL-3750,Eric Williams,John Cobb,Fixed,2019-08-20,Female,Austria,Vienna,Adams GmbH,Operations,Operations Team Lead,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,96300,EUR,1,175OP,Eric.Williams@s22.com,User,Europe
EID-3751,LL-3751,Katherine Lee,Douglas Jones,Fixed,2020-06-19,Male,Austria,Vienna,Adams GmbH,Operations,Accounting Manager,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,103900,EUR,1,175OP,Katherine.Lee@s22.com,User,Africa
EID-3752,LL-3752,Anthony Houston,Alexander Church,Fixed,2018-08-13,Male,Poland,Warsaw,Adams Coy,Operations,Business Operations Expert,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,101000,EUR,1,175OP,Anthony.Houston@s22.com,User,North America
EID-3753,LL-3753,Erik Anderson,John Cobb,Fixed,2014-07-05,Female,Germany,Hamburg,Adams GmbH,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,98500,EUR,1,175OP,Erik.Anderson@s22.com,User,Europe
EID-3754,LL-3754,Jessica Burns,John Cobb,Fixed,2017-01-16,Male,Austria,Vienna,Adams GmbH,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,96000,EUR,1,175OP,Jessica.Burns@s22.com,User,Europe
EID-3755,LL-3755,Jason Mckinney,Douglas Jones,Fixed,2020-06-24,Female,Germany,Berlin,Adams GmbH,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Berlin133LGL5,93600,EUR,1,175OP,Jason.Mckinney@s22.com,User,South America
EID-3756,LL-3756,Jacqueline Reyes,Douglas Jones,Fixed,2022-01-09,Male,Austria,Vienna,Adams GmbH,Operations,Manager of Operations,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,96900,EUR,1,175OP,Jacqueline.Reyes@s22.com,User,North America
EID-3757,LL-3757,Jennifer Gibbs,John Cobb,Fixed,2021-03-22,Female,Germany,Hamburg,Adams GmbH,Operations,Marketing Manager,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,96200,EUR,1,175OP,Jennifer.Gibbs@s22.com,User,Africa
EID-3758,LL-3758,James Fisher,John Cobb,Fixed,2018-07-23,Female,Poland,Warsaw,Adams Coy,Operations,Customer Service Manager,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,88500,EUR,1,175OP,James.Fisher@s22.com,User,Europe
EID-3759,LL-3759,Richard Carl,Alexander Church,Fixed,2015-09-15,Male,Germany,Hamburg,Adams GmbH,Operations,Asistance Manager  of Marketing,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,97900,EUR,1,175OP,Richard.Carl@s22.com,User,Oceania
EID-3760,LL-3760,Juan West,Alexander Church,Fixed,2022-01-21,Female,Austria,Vienna,Adams GmbH,Operations,IT Support Manager,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,90400,EUR,1,175OP,Juan.West@s22.com,User,Asia
EID-3761,LL-3761,Robert Guzman,Mrs. Jennifer Stephens,Fixed,2015-03-01,Female,Poland,Warsaw,Adams Coy,Operations,Sales Manager,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,92400,EUR,1,175OP,Robert.Guzman@s22.com,User,Europe
EID-3762,LL-3762,Edward Carpenter,Mrs. Jennifer Stephens,Fixed,2018-09-05,Female,Poland,Warsaw,Adams Coy,Operations,Manager of Marketing,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,86800,EUR,1,175OP,Edward.Carpenter@s22.com,User,North America
EID-3763,LL-3763,Kathleen Arroyo,Mrs. Jennifer Stephens,Fixed,2012-12-19,Male,Austria,Vienna,Adams GmbH,Operations,Financial Manager,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,102600,EUR,1,175OP,Kathleen.Arroyo@s22.com,User,Europe
EID-3764,LL-3764,Christopher Sahin,Mrs. Jennifer Stephens,Fixed,2020-07-11,Male,Spain,Barcelona,Adams Coy,Operations,Customer Service Manager,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,90500,EUR,1,175OP,Christopher.Sahin@s22.com,User,Asia
EID-3765,LL-3765,Mary Walker,Alexander Church,Fixed,2019-07-28,Female,Austria,Vienna,Adams GmbH,Operations,Production Manager,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,85800,EUR,1,175OP,Mary.Walker@s22.com,User,Asia
EID-3766,LL-3766,Anna Walker,Douglas Jones,Fixed,2019-12-26,Male,Spain,Barcelona,Adams Coy,Operations,Manager of Technology,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,97200,EUR,1,175OP,Anna.Walker@s22.com,User,North America
EID-3767,LL-3767,Meagan Hinton,Douglas Jones,Fixed,2021-08-07,Female,Germany,Berlin,Adams GmbH,Operations,IT Support Manager,Bauer Saunderland,Shay Wood,L5,Berlin133LGL5,85800,EUR,1,175OP,Meagan.Hinton@s22.com,User,North America
EID-3768,LL-3768,Darius Baker,Douglas Jones,Fixed,2015-10-08,Male,Germany,Hamburg,Adams GmbH,Operations,Executive Office Manager,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,103100,EUR,1,175OP,Darius.Baker@s22.com,User,Europe
EID-3769,LL-3769,Laura Osborne,Mrs. Jennifer Stephens,Fixed,2011-11-26,Female,Spain,Barcelona,Adams Coy,Operations,IT Support Manager,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,85200,EUR,1,175OP,Laura.Osborne@s22.com,User,North America
EID-3770,LL-3770,Andrea Montgomery,John Cobb,Fixed,2017-03-07,Male,Poland,Warsaw,Adams Coy,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,90400,EUR,1,175OP,Andrea.Montgomery@s22.com,User,Europe
EID-3771,LL-3771,Mary Hamilton,John Cobb,Fixed,2011-11-14,Female,Germany,Hamburg,Adams GmbH,Operations,Marketing Team Lead,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,103300,EUR,1,175OP,Mary.Hamilton@s22.com,User,Europe
EID-3772,LL-3772,Alexander Kennedy,Douglas Jones,Fixed,2015-05-13,Male,Germany,Berlin,Adams GmbH,Operations,Human Resources Expert,Bauer Saunderland,Shay Wood,L5,Berlin133LGL5,97500,EUR,1,175OP,Alexander.Kennedy@s22.com,User,Africa
EID-3773,LL-3773,Susan Garcia,Alexander Church,Regular,2017-05-10,Male,Germany,Berlin,Adams GmbH,Operations,SEO Marketing Expert,Bauer Saunderland,Shay Wood,L5,Berlin133LGL5,101600,EUR,1,175OP,Susan.Garcia@s22.com,User,Asia
EID-3774,LL-3774,Lisa Olsen,John Cobb,Regular,2021-04-28,Male,Austria,Vienna,Adams GmbH,Operations,Senior Operating Officer,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,102200,EUR,1,175OP,Lisa.Olsen@s22.com,User,North America
EID-3775,LL-3775,Margaret Page,John Cobb,Regular,2019-12-11,Female,Austria,Vienna,Adams GmbH,Operations,Business Operations Expert,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,89000,EUR,1,175OP,Margaret.Page@s22.com,User,Europe
EID-3776,LL-3776,Melissa Gonzalez,Douglas Jones,Regular,2016-04-02,Male,Austria,Vienna,Adams GmbH,Operations,Operations Team Lead,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,100300,EUR,1,175OP,Melissa.Gonzalez@s22.com,User,Europe
EID-3777,LL-3777,Tara Mitchell,Douglas Jones,Regular,2018-03-26,Female,Austria,Vienna,Adams GmbH,Operations,Accounting Manager,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,95200,EUR,1,175OP,Tara.Mitchell@s22.com,User,South America
EID-3778,LL-3778,Caleb Perkins,John Cobb,Regular,2010-08-07,Female,Germany,Berlin,Adams GmbH,Operations,Business Operations Expert,Bauer Saunderland,Shay Wood,L5,Berlin133LGL5,96100,EUR,1,175OP,Caleb.Perkins@s22.com,User,North America
EID-3779,LL-3779,Julie Smith,John Cobb,Regular,2019-06-14,Male,Austria,Vienna,Adams GmbH,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,100900,EUR,1,175OP,Julie.Smith@s22.com,User,Asia
EID-3780,LL-3780,Jack Blair,Alexander Church,Regular,2016-07-12,Female,Spain,Barcelona,Adams Coy,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,97500,EUR,1,175OP,Jack.Blair@s22.com,User,Africa
EID-3781,LL-3781,Stacey Ortega MD,Alexander Church,Regular,2015-03-31,Female,Spain,Barcelona,Adams Coy,Operations,Senior Technical Lead,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,103800,EUR,1,175OP,Stacey.Ortega.MD@s22.com,User,Europe
EID-3782,LL-3782,Luis Terrell,Mrs. Jennifer Stephens,Regular,2021-01-16,Female,Spain,Barcelona,Adams Coy,Operations,Manager of Operations,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,90200,EUR,1,175OP,Luis.Terrell@s22.com,User,Africa
EID-3783,LL-3783,Heather Foster,Mrs. Jennifer Stephens,Regular,2020-10-22,Female,Austria,Vienna,Adams GmbH,Operations,Marketing Manager,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,95500,EUR,1,175OP,Heather.Foster@s22.com,User,Asia
EID-3784,LL-3784,William Jones,Mrs. Jennifer Stephens,Regular,2021-07-31,Female,Germany,Berlin,Adams GmbH,Operations,Customer Service Manager,Bauer Saunderland,Shay Wood,L5,Berlin133LGL5,100500,EUR,1,175OP,William.Jones@s22.com,User,North America
EID-3785,LL-3785,Robert Wilson,Mrs. Jennifer Stephens,Regular,2021-05-28,Male,Austria,Vienna,Adams GmbH,Operations,Asistance Manager  of Marketing,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,85500,EUR,1,175OP,Robert.Wilson@s22.com,User,North America
EID-3786,LL-3786,Jacqueline Davis,Alexander Church,Regular,2011-01-29,Female,Germany,Hamburg,Adams GmbH,Operations,IT Support Manager,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,102500,EUR,1,175OP,Jacqueline.Davis@s22.com,User,Europe
EID-3787,LL-3787,Kathryn Porter,Douglas Jones,Regular,2020-12-27,Male,Poland,Warsaw,Adams Coy,Operations,Sales Manager,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,97600,EUR,1,175OP,Kathryn.Porter@s22.com,User,Europe
EID-3788,LL-3788,Rachel Garcia,Douglas Jones,Regular,2016-05-23,Female,Germany,Hamburg,Adams GmbH,Operations,Manager of Marketing,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,91900,EUR,1,175OP,Rachel.Garcia@s22.com,User,Europe
EID-3789,LL-3789,Jill Heath,Douglas Jones,Regular,2020-01-21,Female,Spain,Barcelona,Adams Coy,Operations,Financial Manager,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,104600,EUR,1,175OP,Jill.Heath@s22.com,User,Europe
EID-3790,LL-3790,Dr. Jay Walker,Mrs. Jennifer Stephens,Regular,2017-11-23,Male,Austria,Vienna,Adams GmbH,Operations,Customer Service Manager,Bauer Saunderland,Shay Wood,L5,Vienna133LGL5,91200,EUR,1,175OP,Dr..Jay.Walker@s22.com,User,Africa
EID-3791,LL-3791,John Lin,John Cobb,Regular,2013-01-16,Female,Spain,Barcelona,Adams Coy,Operations,Production Manager,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,95000,EUR,1,175OP,John.Lin@s22.com,User,Oceania
EID-3792,LL-3792,Dwayne Chen,John Cobb,Regular,2019-07-27,Male,Poland,Warsaw,Adams Coy,Operations,Manager of Technology,Bauer Saunderland,Shay Wood,L5,Warsaw133LGL5,85600,EUR,1,175OP,Dwayne.Chen@s22.com,User,North America
EID-3793,LL-3793,Raymond Scott,Douglas Jones,Regular,2018-02-08,Female,Spain,Barcelona,Adams Coy,Operations,IT Support Manager,Bauer Saunderland,Shay Wood,L5,Barcelona133LGL5,99200,EUR,1,175OP,Raymond.Scott@s22.com,User,Asia
EID-3794,LL-3794,Tiffany Adams,Alexander Church,Regular,2014-03-01,Male,Germany,Hamburg,Adams GmbH,Operations,Executive Office Manager,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,93200,EUR,1,175OP,Tiffany.Adams@s22.com,User,North America
EID-3795,LL-3795,Tina Beck,John Cobb,Fixed,2018-11-16,Female,Germany,Hamburg,Adams GmbH,People,Manager of Operations,Sola Ameobi,Bauer White,L5,Hamburg200TCL5,101700,EUR,1,177HR,Tina.Beck@s22.com,User,Asia
EID-3796,LL-3796,Robert Palmer,John Cobb,Fixed,2012-12-14,Female,Austria,Vienna,Adams GmbH,People,Manager of Operations,Sola Ameobi,Bauer White,L5,Vienna200TCL5,99500,EUR,1,177HR,Robert.Palmer@s22.com,User,Africa
EID-3797,LL-3797,Stephanie Bird,John Cobb,Fixed,2015-08-21,Female,Germany,Berlin,Adams GmbH,People,Manager of Operations,Sola Ameobi,Bauer White,L5,Berlin200TCL5,87300,EUR,1,177HR,Stephanie.Bird@s22.com,User,Asia
EID-3798,LL-3798,Madison Foley,Alexander Church,Fixed,2012-09-05,Female,Germany,Berlin,Adams GmbH,People,Senior People Analyst,Sola Ameobi,Bauer White,L5,Berlin200TCL5,96800,EUR,1,177HR,Madison.Foley@s22.com,User,Europe
EID-3799,LL-3799,Cynthia Chavez,John Cobb,Fixed,2013-11-12,Male,Germany,Berlin,Adams GmbH,People,Senior People Analyst,Sola Ameobi,Bauer White,L5,Berlin200TCL5,89500,EUR,1,177HR,Cynthia.Chavez@s22.com,User,Asia
EID-3800,LL-3800,Courtney Johnson,Alexander Church,Fixed,2014-05-18,Male,Austria,Vienna,Adams GmbH,People,Senior People Analyst,Sola Ameobi,Bauer White,L5,Vienna200TCL5,93800,EUR,1,177HR,Courtney.Johnson@s22.com,User,Oceania
EID-3801,LL-3801,Donna Rice,Mrs. Jennifer Stephens,Fixed,2016-02-25,Male,Poland,Warsaw,Adams Coy,People,Senior People Analyst,Sola Ameobi,Bauer White,L5,Warsaw200TCL5,96100,EUR,1,177HR,Donna.Rice@s22.com,User,North America
EID-3802,LL-3802,Matthew Morrison,Douglas Jones,Fixed,2013-12-29,Female,Poland,Warsaw,Adams Coy,People,Senior People Analyst,Sola Ameobi,Bauer White,L5,Warsaw200TCL5,86100,EUR,1,177HR,Matthew.Morrison@s22.com,User,Europe
EID-3803,LL-3803,Erin English,John Cobb,Fixed,2020-09-04,Male,Spain,Barcelona,Adams Coy,People,Senior People Analyst,Sola Ameobi,Bauer White,L5,Barcelona200TCL5,98900,EUR,1,177HR,Erin.English@s22.com,User,Asia
EID-3804,LL-3804,Mr. Johnny Savage,Mrs. Jennifer Stephens,Fixed,2019-12-14,Male,Spain,Barcelona,Adams Coy,People,Senior Sales Manager,Sola Ameobi,Bauer White,L5,Barcelona200TCL5,102800,EUR,1,177HR,Mr..Johnny.Savage@s22.com,User,North America
EID-3805,LL-3805,Joseph Bell,Douglas Jones,Fixed,2011-07-04,Female,Poland,Warsaw,Adams Coy,People,Senior Manager of Operations,Sola Ameobi,Bauer White,L5,Warsaw200TCL5,101500,EUR,1,177HR,Joseph.Bell@s22.com,User,Asia
EID-3806,LL-3806,Mark Boyer,John Cobb,Fixed,2019-10-28,Female,Spain,Barcelona,Adams Coy,People,Senior Customer Service Manager,Sola Ameobi,Bauer White,L5,Barcelona200TCL5,85000,EUR,1,177HR,Mark.Boyer@s22.com,User,Asia
EID-3807,LL-3807,Bethany Austin,John Cobb,Fixed,2014-04-08,Female,Austria,Vienna,Adams GmbH,People,Senior Technology Officer,Sola Ameobi,Bauer White,L5,Vienna200TCL5,85400,EUR,1,177HR,Bethany.Austin@s22.com,User,Oceania
